,x
MED24,0.204352553458595
MAP7D1,0.204167231665096
RBM4,0.204121264736315
NAA15,0.204113325202876
CSE1L,0.204004701565704
CALM2,0.203941467180407
EIF3E,0.203669431586935
AASDHPPT,0.20362716457916
PDCD2L,0.203230298193223
PWP1,0.20268555613092
MYL1,0.202608162471062
TRAPPC3,0.202435606162382
ITPRID2,0.202425859551333
TOMM22,0.202125965203667
GNAS,0.20201872846674
FAM98A,0.201270883725655
PSMG2,0.201234445771799
PDE12,0.201204329238077
CCDC50,0.201059282162237
MMGT1,0.201032345814752
UBQLN1,0.200124424209942
ADGRG6,0.199937519419173
PDS5A,0.199599408172542
ERBIN,0.199432777848628
MAPRE2,0.199340804910275
DDX18,0.198938141260737
RAN,0.198780864093308
NUFIP2,0.1987676021315
MRPL50,0.19835947947384
PFDN2,0.198176062727832
RNASEH2B,0.19810110175202
CSNK2A2,0.198043026154103
RPL27A,0.197818675513201
MRPL9,0.197780052181546
RPL27,0.197745335012058
ACTL6A,0.197444480507063
HARS1,0.197299541647737
TARBP2,0.197289001012287
RBM27,0.196858697588322
NDUFA3,0.196291693392929
ARID1A,0.195659245675468
SRPK1,0.195645588696252
CCT3,0.195531213117548
DHCR24,0.195468369865274
ISY1,0.195202264383049
GPN1,0.195151542908739
CSDE1,0.195023044821387
TFB1M,0.194838667517619
GATAD2B,0.194778691050765
CEP85,0.19475056319018
PPP1CA,0.194708405079616
PFDN5,0.194234524028818
DHX36,0.194212146774088
RPL37A,0.194179210757689
ARCN1,0.194129295863821
SUGP1,0.194104868674884
RBM41,0.193857363730913
INTS2,0.193789561352514
PODXL,0.193542920982058
MAD1L1,0.193398340730109
KPNA1,0.193275037441413
ATF1,0.193096855824596
RPLP0,0.193043066751478
PAXBP1,0.192938327557275
STK3_HUMAN;STK4,0.192909242705102
UPF1,0.19256354564552
SPRED2,0.192466666530674
UCK2,0.192172436992958
RPL32,0.192139947065954
PRCC,0.192068485180918
RBM42,0.191994595626085
CDCP1,0.191931387771749
PDCL3,0.191838998522776
KMT2A,0.191833014516181
NDUFB10,0.191669784047008
MRPL11,0.191632086058057
COPE,0.191496141883377
SGTA,0.191463254224061
RANBP3,0.191369749689859
PRKDC,0.191291655197968
TRAPPC12,0.191257309916722
DDAH1,0.19103831634612
ALDH1A1,0.190732191732522
POLR2B,0.190539866901744
SEC23B,0.18994700575292
NCOR2,0.189782309073475
ADRM1,0.189680460268207
RPS23,0.189582764139942
LAGE3,0.189332925255357
LENG8,0.189277298105427
CHURC1-FNTB,0.188723152349052
MED13_HUMAN;Med13,0.188342202213498
LARP4B,0.188202509449489
DIDO1,0.187827988123193
ARPP19,0.187661163459193
PUF60,0.18696496018536
UXS1,0.18683330881381
SFPQ,0.186601776015987
RAB31,0.186549290341077
COA7,0.18653213475757
LIG1,0.186387694885525
MGME1,0.186121007135924
EXOSC6,0.186017461602457
EHBP1L1,0.185746681400616
REXO2,0.185682946017781
CORO1C,0.185650413365583
PTRH2,0.184865765344679
MRPL27,0.184865404891099
GOLGA4,0.184233630480822
LDHB,0.184196758314634
TTC27,0.184093990225762
RAB13,0.184086985457352
HNRNPU,0.183565724040633
TOMM7,0.183339711715483
CACYBP,0.183131206680528
TRMT112,0.183095602422529
ADNP,0.183075140497373
RABEPK,0.183025138321298
POLR2C,0.182881941837341
SRP14,0.182814150729211
ULK1,0.182784923506699
CLPTM1,0.182550128469241
MED31,0.182449128646994
PDS5B,0.182270617124402
CCT2,0.182244897521127
GABPA,0.181915645734154
NAP1L1,0.181898235530426
MRPS18A,0.181759258657262
DCTN5,0.181552680818882
RPS24,0.181488574885925
ORC2,0.181485232292388
SAR1A,0.181287518179197
CDRT15,0.18126349074209
CCT7,0.181245968974814
SF1,0.181152124505214
CPNE8,0.181094005576266
PACSIN3,0.181058820168861
ARID2,0.180977780685538
PDZD11,0.180650283709063
EIF4A3,0.180647888446281
USP11,0.179823298177823
MRPS9,0.17961677010306
CKAP5,0.1795728428757
MCM3AP,0.179545873590737
GPATCH8,0.179304472431248
CDC73,0.17873586889851
PPL,0.17845103354135
ARIH2_HUMAN;Arih2,0.178020279901887
PCYT1A,0.177881963756036
CSTF3,0.177593412444558
CCAR1,0.177510557534355
SLC4A11,0.17720525445521
NDUFC2-KCTD14,0.17714284952028
RB1,0.176879014564783
FXR1,0.176818678195534
SNAP29,0.176550520676429
EEF1D,0.176267672552672
EEF1E1,0.176151891791477
FKBP4,0.176147134059917
MEPCE,0.176073897276975
HSPA8,0.176008664447366
VPS25,0.175983887153262
SUGT1,0.175930731897338
GON7,0.175259231810738
ARHGAP29,0.175223593022146
H2BC20P,0.17512971115951
STAG2,0.17411922482529
SMARCC1,0.174101567253775
IDE,0.173938861517577
USP48,0.173747590080048
NDUFB3,0.173584432493804
GTF2I,0.173245638398864
MRPL49,0.173197042235959
MAGOHB,0.173108838919209
DYNLL1,0.172852137408313
SH3KBP1,0.172851894723806
HLTF,0.172762279796491
CCDC47,0.172632470257039
ZNHIT2,0.172554705447098
KANK2,0.171460666540398
EXOSC8,0.171350628864076
CSNK1A1,0.171333594993648
EIF1AX,0.17071361158979
NDUFB5,0.170240755480833
MRPL53,0.170161750161675
ABLIM1,0.170126732124842
POLD1,0.169869068895405
ZNF207,0.16965979643545
SNW1,0.169587600705636
DNTTIP1,0.169334519068396
TBRG4,0.169196878607131
SAMD1,0.168985812721271
EIF3H,0.168909489908057
OSBPL9,0.168880720943758
NHERF1,0.168876419314881
NEMF,0.168605909709516
H2AZ1,0.168558735450279
RMDN3,0.168177283304246
EHMT1,0.167933864862167
ATG3,0.16780818109098
EMC2,0.167591070754913
KPNA6,0.167186792674066
BAZ2A,0.167105159836609
PPA1,0.166859658736055
SLC39A14,0.166716721370193
MYEF2,0.166238516970854
SNRNP40,0.166213198067872
ARHGEF1,0.166071333548871
CHFR,0.166002465967441
RPL39P5,0.165867047219812
MAP3K7,0.165826291296764
PSMB1,0.165645379222337
DIP2B,0.165403556992594
MRPL14,0.165100230793481
BIRC6,0.164808813500496
TARBP1,0.164756382126473
ATP1B3,0.164666927658452
HYPK,0.164317978215944
TBC1D2B,0.164238879108364
TUBA1C,0.163841128649263
ZNF316,0.163780112964115
TCP11L1,0.163741720644776
PLRG1,0.163394206411194
EDC4,0.163061490792565
RUVBL2,0.16293819164185
RLIG1,0.162897640410858
CBL,0.162895022927309
PPP2R1A,0.162523181394132
TAGLN2,0.162503769657423
ATXN10,0.162437246979639
ZNF326,0.162338495098787
B2M,0.161683476079105
MLF2,0.161616867007581
TRMT6,0.161604772094744
ARF4,0.161479507587018
CPSF4,0.161413624776962
DCTPP1,0.161289153411627
EIF4G1,0.161136544191603
RAB8A,0.161086916131886
TMEM177,0.161044604468902
FAU_HUMAN;Fau,0.160959153670237
AAGAB,0.160559378954503
KRT8,0.160527468886293
SCAF8,0.160349312073773
THOP1,0.160312290690911
EEF1G,0.159999505839874
UBE4B,0.15979133083454
SPTBN1,0.159769661340157
USP34,0.159509960258777
PSMB6,0.15816722486726
UBLCP1,0.158119122010202
PPP2R5E,0.158001021352792
MRPL45,0.157803930199002
COPS8,0.15776758471862
NUP93,0.157473521990546
EPHB4,0.157021761313711
CALCOCO2,0.156928774010609
EEF1B2,0.156738528764269
HSP90AB1,0.156722326350202
SF3B3,0.156632142966522
ZNF318,0.15643977326836
CLTB,0.156394877568232
SRSF9,0.156192045952714
PA2G4,0.156048344105905
MRGBP,0.155962696427828
NDUFC2,0.155888463137966
GTF3C1,0.155565346153537
MRPS28,0.15540324088753
LSM12,0.155254866591122
TYSND1,0.155216474465693
ITGA3,0.155024566264963
ADSL,0.154940417912815
HSF1,0.154932445879314
NUP133,0.154737576409953
KIRREL1,0.154606129445579
TRIM33,0.154339124698776
SLC35F6,0.154330892736109
ALDH1A3,0.154147747486856
G6PD,0.153926406548454
GAR1,0.153842761324409
MAP7D2,0.153696763246288
PSMD2,0.153629692349263
MTHFD1,0.152951412591634
UTRN,0.152783783471079
PTPRJ,0.152727411223804
GPKOW,0.152701411711089
TP53,0.152454433844898
ATP5ME,0.152248210355609
SOWAHC,0.152240185442459
SRP72,0.15222472247612
NOP53,0.151908190332435
GMPS,0.151890758374041
KARS1,0.151505082295778
PRRC2A,0.151285994633838
SF3A1,0.15103014985149
QTRT2,0.150853187298523
ARPC5L,0.150679139039358
GTF3C4,0.150668058879582
UFD1,0.150411021131607
EIF4B,0.150409157400279
STAM,0.150340359431056
DPF2,0.149935510280162
ZNF773,0.149787769512562
BIN3,0.149471443670912
SRA1,0.149248544450376
SLTM,0.149068790830768
TSC22D2,0.148971649871786
PKP4,0.148845221613403
NAGK,0.148772091180877
RDX,0.148687983094288
OCIAD2,0.148568351115539
CPSF1,0.148513626279804
SLC4A1AP,0.148197530179019
PAWR,0.148195062376988
EDC3,0.147962313163742
PABPC4,0.147875101246758
RNF114,0.147793298715037
WDR82,0.147792333461627
EXOSC3,0.147746857201177
CSTF1,0.147655981928871
C5orf22,0.147356897776611
NDUFB1,0.147278215286956
NACC1,0.147266084642283
COA3,0.147192148083906
PHF6,0.147092694237475
FDFT1,0.146590327398592
TIGAR,0.146526135272786
CCT5,0.146515525319106
EMC8,0.146231188788676
RPL37,0.145849116616503
COMMD6,0.145767073633923
NSUN2,0.14565038418294
CLASP2,0.145497387098434
MRPL43,0.145414852293833
DDX11L8_HUMAN;DDX11_HUMAN;DDX12P_HUMAN;Ddx11,0.144897507396923
RANBP2,0.144896128453013
RPL4,0.144851082797992
FKBP5,0.144653836409621
N6AMT1,0.144645642663285
IGBP1,0.144425065658044
THOC1,0.144334063416757
POTEF,0.14432037971573
EEF2,0.144085916075685
SLC38A2_HUMAN;Slc38a2,0.144019502752229
SIPA1,0.143869420090308
XRCC6,0.143415000953258
ARFGEF1,0.143407178505566
NELFA,0.143337448536606
JADE3,0.143052435894926
EHD4,0.142525615991083
HMGCS1,0.142432819416392
KIFBP,0.142147208881482
RFX5,0.142059975074961
NUP214,0.14197388308213
C11orf98,0.141853611477458
VWA1,0.14125172687654
MRPL47,0.141062281339376
HGH1,0.140930209392714
LAMP1,0.140824748295067
SRP9,0.140769136937816
NUP37,0.140751143508748
LARP1,0.140696459033435
KIF2A,0.140685162690239
RPL12,0.140673333625969
COL6A3,0.140532083706169
SMARCB1,0.140184388453093
CDC37,0.140068358226728
STRAP,0.139462421717305
CD320,0.13907480265182
RHPN2,0.138771843567405
TSR2,0.138706925607909
EIF3L,0.138572941798415
TTC1,0.138235003929857
SCAF4,0.138023842448455
ADGRE5,0.13765931133354
AP2A1,0.137604360681976
RBM12B,0.137428073386889
PRMT1,0.137324929014799
PROB1,0.137308825127437
GATC,0.137273687041269
ANXA3,0.137220548866594
TNS3,0.137169737660706
PUM1,0.136655907229702
RAVER1,0.136637218510813
FOXK2,0.136550288347479
NDUFA13,0.136524044411136
GEMIN7,0.136490506657488
MRPL39,0.136340580962788
ARHGAP17,0.135986468817276
PRKAR1A,0.135914225358359
NDUFB4,0.135336582511748
PRMT5,0.135329409566648
GIGYF2,0.134841875313835
TIMM10B,0.134830824086993
AKT2,0.134806799675978
LSM8,0.134257852102007
PSMA4,0.134131361704355
TOM1L2,0.134109362111158
UACA,0.134063889306738
CBS,0.133435234164281
SF3A2,0.133416520820955
C6orf120,0.133306474617509
SLC4A2,0.133283038048742
TOMM6,0.133023543620428
PPP2R5D,0.132988107967705
AFG2A_HUMAN;Afg2a,0.132949494377712
COPB1,0.132817511228421
AIMP2,0.132732896499927
TMUB1,0.132473898675428
LARP7,0.132250840725291
AP3B1,0.132038286743171
NEURL3,0.131854466883517
SMARCA5,0.131629643810886
RIPK2,0.13160665350776
GFUS,0.131196364790508
DFFA,0.130977392008116
POLR2H,0.130875955534318
MRPL15,0.130487490435996
LAS1L,0.130445178569122
PSMG1,0.130004101638203
KDM1A,0.129802110894882
HSPA14,0.129375570597503
GCFC2,0.129272164865252
HSP90AA1,0.129225779095574
NUP43,0.128967507762898
ZMYM4,0.128785788208436
CAMSAP2,0.12862459686858
TUBG1,0.128622888276272
FUBP1,0.12861960635135
TFAM,0.128393459674076
CLPX,0.127948243700246
DARS2,0.127911835676041
ILF3,0.127869584240706
DRG2,0.127434387071961
TIMM29,0.12737791511648
ARHGEF16,0.127289980087582
PEX16,0.127135156884943
HNRNPH1,0.12701276849754
FAF1,0.126985868214671
RABIF,0.126934082103613
SH3GLB2,0.12689275853921
GNG12,0.126765526872514
HIGD1A,0.126729806563432
PKN2,0.126641208451737
HNRNPLL,0.126510551792329
STAU2,0.126479727125837
DPY30_HUMAN;Dpy30,0.126295095725414
FUS,0.126231811593406
THOC2,0.12572483503655
KCTD2,0.12568614599299
RPL6,0.125436370409481
NAA30,0.125399376736162
GPN3,0.125339522795382
POP7,0.125253666563104
PXN,0.124668928590683
INTS13,0.124564401222749
SEC16A,0.124418902181418
LRCH4,0.12435131417033
TXNL4A,0.12427481140746
PELP1,0.124074523013341
GLE1,0.124060322293147
OCLN,0.123989908198006
MARCKSL1,0.123871490079818
ATP6V1H,0.123642360934475
NUBP1,0.123616915226197
RPL19,0.123577249677968
FABP5,0.123231122818982
RGS10,0.123175959073137
EIF2AK2,0.123117021522177
GOT1,0.122973135701166
DPP9,0.122404303995598
CDKN2AIPNL,0.12205165368686
UBXN4,0.121937523006384
FKBP1A,0.121716526755005
PREPL,0.12150677537937
SMARCD1,0.121376985564645
H2BC12,0.121205233838388
ADAL,0.121093201460617
CNN3,0.121059411303747
PSMD11,0.120989319092704
PARP1,0.120931558517185
VPS37B,0.120834819474453
TOPBP1,0.120607880141129
INTS5,0.120533496381409
CPSF7,0.120148992735157
TRIM28,0.120120449888123
XRCC4,0.120109477600714
PEPD,0.120011431870747
CSNK1A1L,0.120005308631978
DDB1,0.119846640901049
TBC1D5,0.119706059083867
SPTAN1,0.119252243257566
ABCF3,0.118947936380522
ZCCHC8,0.118940228905643
TOM1L1,0.118837704348518
HAX1,0.118826945198069
DYNC1LI1,0.118605569380854
CD63,0.11809141585135
ATP6V1F,0.118074657380408
UFC1,0.117980074040148
MKKS,0.117966902215066
GPS1,0.117954073437627
RPS7,0.117886521769719
ARHGDIA,0.117832908735391
CCNT1,0.11749152339701
PRPF39,0.1169377127747
COPS3,0.116668402397128
MRPL54,0.116655947808908
MCF2L,0.116565515935466
TAF10,0.116533143395614
NMES1,0.116516386299118
NBEAL1,0.116509680640114
NEDD4,0.116398213800899
KLC2,0.116308862591179
HSPE1,0.116157044810137
MARK2,0.116028019149827
HCFC1,0.115960365380428
TLK2,0.115804130815928
DPH5,0.115334148026935
SNRPA1,0.115290775687331
C11orf68,0.11519249729934
hCG_2043426,0.115186211337402
SAMD4B,0.115116671225646
TXNL1,0.115024627738357
TIMM13,0.114845493552885
PRKAA1,0.114754340850375
ADAM19,0.114718710434992
SSB,0.11462407085131
RPS3A,0.114353603147883
POLDIP2,0.114224067647225
BRD8,0.113760388749615
SUMO1,0.113760227899597
UCHL3,0.113577302992319
GBF1,0.113546672046805
NUP88,0.113515595182502
ARFGAP1,0.113485487703993
ABCE1,0.113479100849997
TRIAP1,0.113469085358414
TIMM9,0.113112706390826
PSD4,0.112977551237876
GOLGA1,0.112977301280306
RAE1,0.112884574383141
TARDBP,0.112708806799937
PANX1,0.112537472387888
AHCY,0.112422021977977
EZR,0.112397839371791
CWC27,0.112388291987834
SNAP23,0.112291538881077
POTEKP,0.112182625958702
DXO,0.112131277258587
DDB2,0.112013741417883
EIF2S1,0.111895124485368
LIMS1,0.111781635963951
EDF1,0.111751722600648
NUDT21,0.111702432829762
MRPL38,0.111666059396846
SPAG7,0.111413270455447
TAF5,0.111186838447114
NUP205,0.11097127257899
TTC9C,0.110418998927152
GTF2A1,0.110300665550227
MARS1,0.110234125821393
ZNF598,0.110185190447982
COX8A,0.110172761729913
MRTFB,0.110145058239972
CMTM6,0.109752551253958
CNOT3,0.109535101006252
CDK9,0.109433197731814
PSMB5,0.109252224389682
TLK1,0.109008320466433
CLTA,0.108901545997451
ANKLE2,0.108574820185215
FARSA,0.108412060177642
LIN7C,0.10831528984879
CTNND1,0.108080198238813
MRPL44,0.107783149269864
EIF2B1,0.107706134600829
UCHL5,0.107540062875241
TOMM5,0.107521942551124
KTI12,0.10721007827037
TCP1,0.107208630338953
NDUFB6,0.106949255620329
MRPS34,0.106947538399602
NUDT5,0.106694098718624
SCYL2,0.106470423892347
ACACA,0.106267871277897
UBXN1,0.105814865965833
METTL13,0.105396895960912
PALS2,0.10528496341491
PAAF1,0.104926216436194
UROD,0.104820133050129
ZBTB8OS,0.104670518653318
TIMM22,0.104425216801847
UBQLN2,0.104407474262882
BCS1L,0.104222417436642
UBL7,0.103998795257205
LSM14B,0.103782654347345
ARHGEF12,0.103657253197099
NDUFB8,0.103618119004587
PPM1B,0.10350699516507
ATP6V0D1,0.103472486295161
SUGP2,0.103437642119744
PCID2,0.10334662496108
ATP6V1B2,0.103301962885876
HSPA1A,0.102587656390565
SLC7A1,0.102541386273167
CCZ1,0.1022620335143
PBDC1,0.102162536258493
OTUD6B,0.1021407921302
SAP18,0.102138025345202
PLIN3,0.101969251533344
WDR55,0.101965506517388
CLU,0.101813976518525
PSMB2,0.101082858713273
MRPL58,0.100749386353296
VARS1,0.100601488397405
UBAP1,0.100341183620948
MRPL16,0.100265776485941
DDX50,0.100165676470233
PSMA6,0.100126387525581
NUDCD3,0.100109178901249
NOL9,0.100059666635151
NUP85,0.100014008862015
AMN1,0.099920564296724
SLC25A5,0.0999165402979258
TCERG1,0.0999120049834019
RBM12,0.099800496792902
VAMP7,0.099405771040292
MT-CO3,0.0992234082892374
WASF2,0.0990443030986121
RIC8A,0.0990111763910164
RBM15,0.0987582532997493
TPMT,0.0985243858636125
PPWD1,0.0985183209031959
BASP1,0.0980535576130457
SDF2L1,0.0976812907829583
NUP160,0.0974969757526871
PPIH,0.0973020386914882
ECSIT,0.0972277076193961
ARID1B,0.0970440427461909
SNU13,0.0970354297431975
NUBP2,0.0969165550921041
NCSTN,0.0966152672069107
CDC42EP1,0.0966030290870599
MERTK,0.0963242455034745
GET3,0.0961370865116429
API5,0.0960829653673159
PPP4R3A,0.0959721654196883
HTATIP2,0.0959638283872835
RAD21,0.0959326502035971
NUDCD1,0.0957822309292702
NDUFAF3,0.0957756781247028
USP7,0.0957513946553519
COA6,0.0951876426011538
NDUFB9,0.0951536582928902
IPO11,0.0949943646903115
SMARCE1,0.0949921101110256
RPRD2,0.0949800524201443
ZNF154,0.0949558985385579
CIAO1,0.0945841770901552
WDFY3_HUMAN;Wdfy3,0.0945639207282341
PNPT1,0.0945427707530904
MSTO1,0.0944954359190611
ATP6V1E1,0.094146120635326
DICER1,0.0940721090492218
COMMD2,0.0940633275561353
ZNF830,0.0937655907989772
TAX1BP3,0.0936676531010505
KPNB1,0.0934908078194994
PCBP2,0.0933224747602317
SLC25A6,0.0931648633436701
SETD3,0.0930844437818799
EIF3M,0.093052798400187
PYURF,0.093006328918225
SLC35A4,0.09291856695706
MRPL4,0.0925738304302826
KCTD14,0.0925350242714664
LIMD1,0.0923595915517197
HMCES,0.0922128106027387
DYNLRB1,0.092154369925975
CSNK1D,0.0919249858135984
ALS2,0.0917453493482476
TBL1XR1,0.0916790926523525
PSMC3,0.0915727763113594
RPS19,0.0913852328800218
PPP1CB,0.0913241998059107
INTS1,0.090967731468826
ZWILCH,0.0907097963474364
PPP6R3,0.0904218978780591
TRIP10,0.090094322066733
ZC3HC1,0.089978697903323
SAAL1,0.0899466819146184
ANXA5,0.0899321275971161
ATG7,0.0896811640909831
MAEA_HUMAN;Maea,0.0895809291496015
UBE2B,0.089172033848417
PCNP,0.0890006547693822
MED16,0.0888279827723082
ADSS2,0.0887440150347096
QKI,0.0881932446495846
SNUPN,0.0879642338080941
VPS53,0.0874100863856029
UNC45A,0.0874033827844798
CEP44,0.0873310066952548
MTA3,0.0871621028913445
SSU72,0.0871596266998225
PUS1,0.0871577644218533
TPR,0.0869901166396154
SLBP,0.0869317474578573
TPM2,0.0867968478238694
CERS2,0.0867144187452205
THOC5,0.0866276406799251
MTHFD2,0.0863761528161469
HNRNPR,0.0862391214657485
INTS9,0.0861943691564804
POLR2E,0.0861628287571854
RPAP3,0.0861126189805184
INTS14,0.0859302398515709
CHUK,0.0857327247063466
IDH3B,0.0853776028742281
PIP4P1,0.0848215486720925
APEX1,0.0847306364135925
GNPDA1,0.0844485581839507
LTBP2,0.0842444804256353
GFM1,0.083994487727697
SQOR,0.0838158407702743
ZFYVE16,0.0835030981457301
LRPAP1,0.0834156942322508
PSMG4,0.0833535185034862
USF2,0.0831683575593019
STIP1,0.0831331753183235
NUP107,0.0830444569840161
SYMPK,0.0830306070417457
ATP6AP1,0.0830058769697537
COX6B1,0.0826217528041475
EEIG1,0.0824009885693577
CDK5RAP2,0.082325117469928
FAM184A,0.0822411575808815
RTN4IP1,0.0821747754489834
PCBP4,0.0819717864198637
APOL2,0.0810310560558491
RBM26,0.0809362299708631
PFDN6,0.0808969419532772
GNA13,0.0807219728873285
MESD,0.0805555390709074
EARS2,0.080544491237589
LMNB1,0.0804366893812301
FARSB,0.0804338876836077
POU2F1,0.0802046349057832
DNAJA2,0.0800154615173589
PATL1,0.0795504728101442
OSGEP,0.0794967057067382
TCAF1,0.0794194803090171
RHOC,0.0789913364617156
ATXN2,0.0789343098635378
RPS26P11,0.0788749135399591
GSK3B,0.0788575865894501
MBNL1,0.0787590099483353
MRPL10,0.0787413084137008
GSPT2,0.0785628306068666
NUP62,0.0784375238530046
MRPS5,0.0784021974728439
GEMIN5,0.0783787548583348
EIF4E,0.0782620580646203
RBFOX2,0.0782456979909973
NR1I3,0.0782369234484577
INF2,0.0781564248619944
RCE1,0.0778092917787951
ARHGEF2,0.0778032571796317
SPNS1,0.0776235921385329
USP8,0.0774234155346498
FLNB,0.0772975394212239
CDV3,0.0768467691427546
MRPS12,0.0767827452699592
GGA3,0.0767234378408617
RANBP10,0.0767119362367907
PIN1,0.0766006439105169
SND1,0.0764103152309232
PDCD5,0.0762958503452786
CD44,0.0762772623658101
SCFD2,0.0762147960009578
PSMA7,0.076170035218766
MRPS16,0.0761431528324081
LMNB2,0.0757280668637605
MFN1,0.0756087779345798
EMC1,0.0755193994753967
KCMF1,0.0750998768749689
IRF2BP2,0.0750402097510765
RAB32,0.0749006991170837
HIF1AN,0.0747417893553894
GFAP,0.0744755080412922
PSMD4,0.0744535560125001
SFXN1,0.0741760555408462
SAFB,0.0740935938134264
GLMN,0.074091070916424
PFDN4,0.0736855965310816
ILF2,0.0733755567746854
NBN,0.0730092851954218
RABGAP1L,0.0729267438576535
HERC4,0.0725276367902268
DDX43,0.072488604569088
OSBPL11,0.0724274659936128
BANF1,0.0723315321559248
ZFAND5,0.071911600837204
ERCC2,0.0718751162822748
SNX5,0.0718334636426796
SH3BP4,0.0714218229223356
NUDT9,0.0713124816781914
TARS1,0.0712694157884464
KHDRBS1,0.0712657677272013
SNRPA,0.0710545107107272
NUP155,0.0706350816875947
IMPDH,0.0705054257869939
QTRT1,0.0704948350098924
PPP4R2,0.0698006189666422
ELAVL1,0.0694393525147206
PLAA,0.0692040602373361
XRCC5,0.0691669321611528
SETD1A,0.0691643547786995
SEC13,0.0690568268979774
CMTR1,0.0690460952967236
TUBA3E,0.0686279354507668
CCT4,0.0681622359264367
NDUFS8,0.0680490493662766
SART3,0.0680408297435626
SCYL1,0.0677938604755077
ISCA1_HUMAN;Isca1,0.067599768351716
ITSN2,0.0667485601080564
KIDINS220,0.066329120495773
C2orf49,0.0662501266525446
ESYT1,0.0656868961677297
AP2B1,0.0656017456752238
HNRNPH3,0.0655806898512239
INTS12,0.0654517056778623
SRP68,0.0650157768225803
ACTN2,0.0650106384352966
CHMP1A,0.0648600321306425
ASCC3,0.0645100714528297
HNRNPK,0.0644928316721582
SPAG9,0.0644367384491282
SPTLC1,0.0642860623312451
PTPN1,0.0642242018212258
IFT27,0.0639310708748653
DDX42,0.0637566979844983
CCN1,0.0637147364879382
EIF2S3,0.0633163440670259
MRPS10,0.0632413514914951
TRIM47,0.0628421313353371
COX7A2L,0.0627552148200436
MRPS2,0.0627287199548512
EFHD2,0.062115168994513
CFL1,0.0620326003308485
VIM,0.0620094915651066
YIPF4,0.0617987824599062
HGS,0.0617737865829646
DSTN,0.0617734579708866
ARF1,0.0614204146263475
MALSU1,0.0610451397442304
COPS6,0.0609638354616528
MRPL21,0.0608227763539197
TIPRL,0.0607450124970903
CFL2,0.0600899248468458
COPB2,0.0600800948702549
GTF2H1,0.0599406461890837
TRAFD1,0.0597989354929354
SVIL,0.0597749541314911
COMMD9,0.0597669435809998
PPIF,0.0595361068658029
NDRG3,0.0591820096081683
CLINT1,0.0590952394591184
YTHDC2,0.0588483575067897
ATG13,0.0585751667211163
DDX17,0.0584572879455507
CIAPIN1,0.0582254004991611
HNRNPL,0.0581924351462533
LANCL2,0.0579211872186143
SNX1,0.0576133643219343
TAB2,0.0573672647388648
FMR1,0.0572986890271032
NHEJ1,0.0571931222026123
PSMB4,0.0571510859780844
HDLBP,0.0568926575371798
SPINT2,0.056525658033916
TAOK3,0.056390047721159
VTA1,0.0562874556497484
GSTO1,0.0558732225154053
GGA2,0.0558388076539664
CTTNBP2NL_HUMAN;Cttnbp2nl,0.0558056264482438
CBX1,0.0557767440292167
PARD3,0.0555121787139363
GTF3C2,0.0553872150280306
SELENOO,0.0553090018073519
HSPA6_HUMAN;HSPA7,0.0552647563016357
SERBP1,0.0551375947932584
CA8,0.0551066552825148
GNPNAT1,0.0547113957084235
DCK,0.0546990846056836
UBA2,0.0544362459348626
ARPC3,0.0544215697747994
MAP3K4,0.0544096288133282
MRPL37,0.0542264435531443
NOP10,0.054098629866683
RCC1L,0.0540533690948486
CCT8,0.0538605054875738
COPS4,0.053825131286839
EXOC7,0.053716596534187
UQCC6,0.0536239317323002
TRIP11,0.0534051991078712
SYDE2,0.05299454819475
EXOC8,0.0529148931956378
PPP2R2A,0.0529060068832159
CCNYL1,0.0526787478424176
NDUFB7,0.0525736596417303
OVCA2,0.0524119428963203
ATG16L1,0.0524010477097185
FBXO38,0.0522786228018148
PSMD1,0.0522143433309203
XPNPEP3,0.052059257289951
TBCC,0.0518676355626795
ZNF24_HUMAN;Znf24,0.0517739514957469
MRPL1,0.0514985129847929
SAMHD1,0.0513544139861501
RTRAF,0.051199435501708
EPN1,0.0510591898019044
PAPSS2,0.051000509946963
TFCP2,0.0509359423577536
YWHAH,0.0507744547983719
TJP1,0.0506780172574999
COPS2,0.0505854443216585
MPZL1,0.0505058873931361
NUDT1,0.0503811594409171
UBE2V1,0.0501752011180692
TOMM70,0.0497921694060572
FBXL18,0.0497457628693709
TBCE,0.0495044941948954
KRT19,0.0490659607287434
SMG9,0.0488873148657341
UQCRQ,0.0487370010542776
ERCC3,0.0487134777185965
SMCHD1,0.0486930964726042
MYO1E,0.0486454646682581
RNGTT,0.0484932853952849
SMARCD2,0.0483847001157578
RAD50,0.0480848001797227
FXR2,0.0479543708271848
AAK1,0.0477160718268692
NFX1,0.0476485154552009
PAICS,0.0476301700313648
TPM3,0.0474806726130943
LSM1,0.047429029594678
MEMO1,0.0470449084417233
POGLUT2,0.0468723319538071
GTF2A2,0.0466825771835246
ATXN2L,0.0466311491834794
TNRC6B,0.0464925062533013
NME1-NME2,0.0464645487887907
ERCC4,0.0463778886659938
UBE2N,0.0461704607891633
CTDP1,0.0461398004407236
TCEA1,0.0459531141351484
GULP1,0.0459340100761878
MYO1C,0.0458937700576314
NDUFA10,0.0457403828271516
SNF8,0.0450985820045169
RPE,0.0450534812452155
TACO1,0.0449614590039182
VTI1A,0.0448646959820422
NR2C2AP,0.0448102785311377
RAB34,0.0444213468124204
CDC16,0.0442259148448798
