,x
RPS29,0.351716513220712
TIMM50,0.351655200822897
NOP16,0.351473352736129
GEMIN6,0.351347988244441
ASNS,0.351276007895631
PPP4R1,0.350771432290799
MTA2,0.350057295640582
FNBP1,0.349968865161063
NOL11,0.349549617668682
UTP15,0.349034872980731
TTC4,0.348927088219682
KANSL3,0.348217610465099
DDX10,0.347538619500106
EP400,0.347179873181144
PARN,0.347009109450749
EIF2A,0.346627812521206
WDR76,0.3465599216062
SRP19,0.346473767835761
UBASH3B,0.346371435902064
ZPR1,0.345858821842636
DHX29,0.345649189992738
WRAP53,0.344919591315413
PPP2R1B,0.344261647221526
TSPYL1,0.343813803106105
DAXX,0.343745802764698
INTS3,0.343369166190918
EIF2S2,0.342096408018126
CEBPZ,0.341777692936553
PQBP1,0.3414055913765
KMT2C_HUMAN;Kmt2c,0.341102843253243
RPS4Y2,0.341099690227534
XAB2,0.341074470729644
EAF1,0.341067343404415
LRWD1,0.340454406795153
RPL30,0.340408125792145
ZNF787,0.339773318744427
KIF11,0.339737267171312
TRIM5,0.33947616374941
FTSJ3,0.338805066199704
PTP4A1,0.337929595359508
EXOSC4,0.337670844359458
GNL3,0.337448743898484
BRD4,0.3374186635114
AKAP8L,0.337388291786922
VIPAS39,0.337099488580154
COPS7A_HUMAN;Cops7a,0.336174617586341
TACC2,0.336148980235688
MPRIP,0.335830628502734
DDX49,0.335393811555154
ID1,0.334201658728983
PRPF19,0.333634706168326
EIF3CL,0.333590941198977
RFC5,0.333054457948315
ZC3H15,0.331826402492382
WDR6,0.331503164390895
TNPO1,0.33136535071408
NOM1,0.330939399003544
EID2,0.330788797078004
USP15,0.330666508504297
H1-10,0.330407594750746
IMP3,0.330375707534309
EIF3G,0.330197730218377
ZC3H7B,0.329874505712056
SYF2,0.329638243385133
NOB1,0.329553537760944
GINS3,0.329547279016825
CHORDC1,0.329445356859022
SYNPO,0.329156722262962
CTDSPL2,0.329124726567816
EHD1,0.328494409935541
HEATR1,0.328476568406522
ZNF281,0.328311909567386
SRCAP,0.32685140358236
RNF181,0.326473799030527
HSPBP1,0.32644280496606
THADA,0.326307444772489
CENPH,0.325587017458677
ZC3H13,0.32533984845529
MTRR,0.325326131551925
CTCF,0.325163996202491
EMC7,0.324948147279827
STOM,0.324193216818998
CEP43,0.323950077364586
STAU1,0.323930385252766
USP3,0.323571070104961
PLEKHF1,0.323531028348036
EIF3B,0.32325760296315
EIF3K,0.323237366860724
RPS16,0.322631303798513
SENP3,0.322602583552936
MRPS7,0.322016735000133
SLC7A6,0.321873812587889
TXLNA,0.321829446346964
POLR2G,0.321584205939889
RPL17,0.320855142167854
WDR5,0.320628157332319
DNMBP,0.319471022901268
BMS1,0.31916447385721
HP1BP3,0.318539552494528
SRRM2,0.318333156400975
GTF3C3,0.318269366822861
CDCA5,0.317979166823235
CCNK,0.317667516191328
DDX54,0.316686599028934
TAF9B_HUMAN;TAF9_HUMAN;Taf9_MOUSE;Taf9b,0.316477845462771
ESS2,0.316310859776273
RANBP6,0.316167270086904
KNOP1,0.316033052703432
AKAP8,0.315670704077561
GNB1L,0.314866110462582
AHNAK,0.314490163244628
MDC1,0.314429141097499
ACSL4,0.313586531476862
WDR62,0.313580559459691
RPL13,0.313553708545875
PABPC1,0.312622692708725
ARMC6,0.312376745427979
AURKA,0.312080403757999
BUB3,0.311843591497329
RRP1,0.309623455196736
SPATS2L,0.309444414353191
TBL3,0.309364507108931
PSIP1,0.309296907137124
RPS14,0.30926332314715
CWF19L1,0.309252697067766
RNF146,0.309196074790943
WDR36,0.308937831109418
DDX39A,0.308887166174515
IPO4,0.308737421966818
RCOR1,0.308014700007661
WDR75,0.307707284467156
G3BP1,0.307380142286988
RPL21,0.306205688937798
YTHDF2,0.306060206398207
NAT10,0.306038858709059
CAV2,0.30571535279304
S100A3,0.305673577884605
NAA10,0.305606268117497
DST,0.305425820744773
NCOA5,0.304452434469997
CHP1,0.304358308727672
DHX9,0.304174303197051
RPL3,0.303954529754648
EXOSC7,0.303745578741673
BCAR1,0.303533965264251
OGT,0.302726565880491
NCEH1,0.302567918160676
DDX51,0.302567292900569
CLNS1A,0.30231141786663
PSME4,0.301853827788353
METAP2,0.301228639422469
DNAJB1,0.301100796070351
NDE1,0.301099194562141
MORF4L2,0.300960467449826
SPECC1,0.300284964229977
MATR3,0.300191112314739
AAMP,0.299518799833617
BTN2A1,0.299436497956975
TRRAP,0.299329371619741
TRAPPC6B,0.29909783630799
SRRT,0.298872857951398
KRT73,0.298806200878513
RPP40,0.298499660889515
GEMIN4,0.29836633749186
RACK1,0.298228411376005
NXF1,0.297820280099582
ING5,0.297566599099515
OSTM1,0.297152048413864
HSBP1,0.296852196340357
RRP7A,0.296757178096595
SAFB2,0.296462537527187
MRPL55,0.29565506161655
CENPA,0.295282720431157
ZBTB7A_HUMAN;Zbtb7a,0.295235572074581
ZNF780A,0.294616486150396
RCL1,0.294510806955735
AGFG2,0.294292419832505
RAF1_HUMAN;Raf1,0.293477371154015
DDX20,0.292982762384344
WDR70,0.292671750656108
UBE2E1,0.292647372274701
COTL1,0.2921622271503
COPG1,0.292023349724573
TOP2B,0.29192291406066
DKC1,0.291750837371961
CES1P1,0.291572568388194
OBSCN_HUMAN;Obscn,0.291508165648153
C19orf53,0.291050517956247
RBBP7,0.290792470193768
RPSA,0.290758723806803
SP1,0.29073019843652
OGFOD1,0.290527179306064
HNRNPM,0.290478565790615
MYBPC1,0.290393370807244
MRPL40,0.29023647991346
MRPL3,0.290113714920491
NUP188,0.289549462383928
NELFE,0.289485200602403
SNRPGP15,0.289357450916185
EXOSC2,0.288533024597324
SMARCA1,0.288122352804024
MAP3K20,0.287201868701764
CELF1,0.287149876083802
ZNF324B_HUMAN;ZNF324,0.287000404045568
BAG6,0.286580056067063
MED15,0.286427455495339
RNF20,0.286365226173842
BUD31,0.286340640784317
ASB1,0.286215346426587
PPIL4,0.285886466314029
BCCIP,0.285640261994104
HJURP,0.2853865970994
ATAD3B,0.284482945541519
KPNA3,0.284439901117683
SURF6,0.284215953409525
PSMC4,0.284141382522314
PRPF31,0.284075998014906
UBE2E2_HUMAN;Ube2e2,0.283788304885444
NAA50,0.283768562089257
LSG1,0.283652411573286
SPEN,0.283522064569659
CSTF2,0.282697320773124
GTF3C5,0.282478740026509
SPART,0.281770928767198
TTK,0.281063116665035
THUMPD3,0.281046687658186
NHERF2,0.280267822969456
SON,0.280204316713537
RFC3,0.28008027897561
TNFAIP2,0.2798779967464
CLIP2,0.279852540197169
EIF6,0.279156294426784
CD2BP2,0.279042207716174
RPS20,0.278934306832497
RPLP2,0.278705850999913
TIMM8B,0.27799985245527
EIF3I,0.277333436593814
RPL28,0.277311131229951
UBR3,0.276311796333463
TRAPPC1,0.276234626639177
PCF11,0.275978649272581
FNBP4,0.27582275353808
USP39,0.275722552106629
ZDHHC5,0.27505970245052
PRPF6,0.275019299848232
AQR,0.274833337996888
AGR2,0.274791982815248
UTP6,0.274539705590744
RPL29,0.273409128048336
TRMT1L,0.272977746111348
RTF2,0.272873788934373
TRMT2A,0.272016184388427
CDC26,0.271429595746547
DHX30,0.27103302762524
INTS7,0.270850841409484
XPO5,0.270646617265676
RPL23A,0.270385684147445
FADD,0.270287546726273
FAM136A,0.270154947918705
AHSA1,0.270035326819354
RPL36AL,0.26978887584977
AARSD1,0.268987369646187
TAX1BP1,0.268740277340154
RPL24,0.268475143005762
POLR1D,0.268223202310878
CWC22,0.26798489082077
ZC3H11A,0.267834641017632
ECHDC1,0.267531700932523
NCBP2,0.266773219111169
MACF1,0.266733032405174
NRBP1,0.266570584409394
CRNKL1,0.266455108729726
SUPT16H,0.26547428683968
TK1,0.265423735078169
GET4,0.264641232061614
MRPS18C,0.264315656654503
NONO,0.264296900468672
PRPF8,0.264233602215302
EXOSC1,0.262554048534035
TAF4,0.262526904838872
CAPN2,0.261608978406869
NLE1,0.261463064593563
RPS21,0.26115621516858
NUDC,0.260934880969579
G3BP2,0.260321618817258
DAP3,0.260157404740344
HSP90AB4P,0.259732309442942
DERPC,0.259612044000949
TRIO,0.258989102056358
MRPL30,0.258988098316006
GART,0.258638363514141
ANTXR2,0.258460995210815
FOXK1,0.258368602683259
IPO7,0.258094240732426
RNF126,0.257929421713769
EIF3J,0.257695456971028
DNAJC8,0.256893283306916
ALYREF,0.256799606782526
EFHD1,0.256369125177709
WDR3,0.256062935388428
RPS10,0.25551730636677
NUP153,0.255153937219585
DYNLT1,0.25513332762069
SNRNP200,0.254932540122482
ATG4B,0.254353497609124
SZRD1,0.254319093010483
UBR7,0.253913575535368
TNPO3,0.253806383296073
C1orf122,0.253737015343798
PIP4P2,0.253697434663433
YTHDF3,0.253619031230798
MAPRE1,0.253329666126408
FOXO6,0.253148434174033
MRPL32,0.25291284471006
SNRPF,0.252901257062263
PHACTR4,0.252671554643758
MED21,0.252655713765979
POP4,0.25263479124796
SIPA1L3,0.252211288576227
AAR2,0.251946568343495
PTP4A2,0.251546498812754
ATP6V1G1,0.251440939315394
UBA5,0.250985935542442
IGF2BP1,0.250889923332526
ORC3,0.250799148178551
KRT18,0.250611341651783
ILKAP,0.250320699227007
MRRF,0.250249484637237
TFPI,0.250046357741809
H2AC11_HUMAN;H2AC12_HUMAN;H2AC14_HUMAN;H2AC7_HUMAN;H2AJ,0.250003677270541
NOC2L,0.2499936376867
GSPT1,0.249713622144597
MRTFA,0.249415028708597
NUP98,0.249042681599008
RPL8,0.248922006575615
RCC1,0.248874450672258
SF3B5,0.248802372290747
PYGO2,0.248778278401875
MSH6,0.248504310510231
SART1,0.248492705548657
METTL2A_HUMAN;METTL2B,0.248268762959306
MMP24OS,0.248165670806962
MRPL24,0.247752429980988
MICAL2,0.247631216698853
AKAP13,0.2474537518241
NUP35,0.247390120591543
CSNK2B,0.246895809130194
NOC3L,0.246768285145457
EIF5,0.246465982327646
BPTF,0.246357066182025
MRPL17,0.246355656395323
CTBP2,0.245962443528093
WASL,0.245819932274856
RABGAP1,0.245717630776895
MRPS23,0.24562427201807
PMVK,0.245356399599999
TP53BP2,0.244897540928367
SACS,0.244841073295685
CTNNBL1,0.244482967680053
TYW3,0.244394387085784
RPL14,0.244295964020694
FAM50A,0.244289703228052
POLR2D,0.244204007789762
EMG1,0.244146041096098
WAPL,0.244104135001276
EGFR,0.244008900550124
RBM14,0.243810093658013
HNRNPF,0.243650920985672
DNAJC9,0.242783303611095
EMC10,0.242741812313977
XRN2,0.242649658939044
FHL2,0.242628837366773
CCNA2,0.242511577221471
EEF1A1,0.242308518571182
C8orf33,0.242171089513526
CDC5L,0.242074101974922
PRRC2C,0.241904978799237
SMC1A,0.241782598280757
UMPS,0.24145245638012
GIPC1,0.240948971046933
NOP56,0.240159799442228
PFAS,0.239728358234366
IK,0.239396218451677
ISG15,0.239355178327177
TWNK,0.238500443696207
MORC2,0.238476336532663
DIAPH1,0.238289583399883
PTBP1,0.238229905738507
ITGA2,0.238073272757884
CFAP298,0.23767702471001
BTAF1,0.237531058617684
MBD3,0.237416126534871
CBFB,0.237226025554033
PELO,0.23648923001851
USP10,0.236283532264892
GTF2F2,0.235876743236322
SYAP1,0.235844726876913
TRMT61A,0.23529389513714
PSMF1,0.234225691725499
ZNF622,0.234220003043021
HSP90AB3P,0.234092458762706
KPNA4,0.233975515207788
GAPVD1,0.233748330501481
CHTF18,0.233525916657609
TPT1,0.233517438704396
GFER,0.233382333613299
ETF1,0.233229426037472
MRPL41,0.232941069281587
WDR77,0.232897982885646
RPL9,0.232892750880143
MRPL13,0.232758096635209
TSEN15,0.232741614108463
H3-7,0.23261297747273
HMOX2,0.232460852817024
DUT,0.232373270206356
CLPB,0.231851659317137
RIN1,0.231807132537703
RBM7,0.231768390389906
WTAP,0.231630271377245
IFIT3,0.231070872046992
MRPL23,0.230751232233334
MIDEAS,0.230750892059074
RAP2C,0.230659062342028
GMPPA,0.230497280264892
PRPF4,0.229829861432954
ZC3H7A,0.229658567917824
HNRNPAB,0.229586040949371
GLYR1,0.229455864989607
DDX52,0.229425945561953
PGAM5,0.229278349119031
PALS1,0.229098605061736
MRPL57,0.229087382261959
RPS6,0.228836113409756
CDKN2AIP,0.228767851028447
FEN1,0.228431063089207
MPG,0.228323434672898
STK26,0.228096578262694
FAM83H,0.228057620094571
RPS4Y1,0.227964567402026
CLIP1,0.227475994249808
MRPL28,0.227256667826058
UTP23,0.226682136982053
TFIP11,0.226469210368805
LRRC20,0.2258996341473
EIF3A,0.225555814561964
SF3A3,0.225359784646258
UBR5,0.225324580808518
CSNK2A1,0.225028585470422
RPS15,0.22473887524356
MISP,0.224264255332599
HSP90AA4P,0.224065776491351
MPLKIP,0.223902358496883
SBDS,0.223639222331862
NKRF,0.223188057324418
NCBP1,0.223103356165876
NT5C2,0.22304241695975
CCDC124,0.222981853559332
TTYH3,0.222923183416601
POLDIP3,0.222442697112143
SPATS2,0.222340349797424
EIF4H,0.222260590175715
COPZ1,0.221947496876847
REEP5,0.221845175315458
ATRX,0.221760744781147
RBM6,0.221680305319783
TTI1,0.220396447828929
APTX,0.220220895928239
USP13,0.219816169952249
EIF3D,0.218340881989015
ZC3H14,0.218296224042099
ZFR,0.21826458038375
TRIM25,0.218159028465124
TMEM126A,0.218122030552355
STK10,0.217964128565889
CCT6A,0.21789483230306
NME1,0.21713257251729
USP19,0.216880152484276
MSH2,0.216837974895739
PAPOLA,0.216577854925127
RPL11,0.216459780464827
USP22,0.216279727397627
GEMIN2,0.216161882763672
CHD5,0.216010139601956
HSPA4L,0.215950438624319
CHM,0.215803120488701
ATP6V1C1,0.215548374229769
NXN,0.215340056464505
RPS3,0.21470020787314
HNRNPA1L2,0.214677102224989
HCCS,0.21457440049139
ZC3HAV1,0.21443951336159
NASP,0.213895442895932
SNRPB,0.21355899214079
AAAS,0.213373156338204
PAIP1,0.212988033101244
BUB1,0.212721147309146
PWP2,0.212160476180156
FAAP100,0.211842888581192
HNRNPA1,0.211695363938865
ELOB,0.211649730981048
TOMM34,0.211430851979959
GID8,0.211242258251691
H2AX,0.211230319324635
GADD45GIP1,0.211141617417155
RSF1,0.210646722969102
RBM22,0.210617744706195
PSMC1,0.210546822561206
MRPL48,0.210492338262156
SNRPB2,0.210103084260311
CPSF6,0.210048460555821
SNRPD2,0.209861252622943
YLPM1,0.209799514068987
ANLN,0.20948632828555
PITPNB,0.209096950234336
CCDC115,0.209051748979821
PLEKHG2,0.208979066293924
RPL23,0.208843933113382
RALY,0.208687628915538
KHSRP,0.208495749556352
SHOC2,0.207793105343512
CES1,0.207574924062865
PSMC2,0.207325410551359
GTF2B,0.207209656830035
ADISSP,0.206946738882539
ARL6IP1,0.206835623932484
RPLP1,0.206525991832507
RRM1,0.205933828659269
MRPL19,0.205779847190087
UTP3,0.205533536267549
NUMA1,0.205503949587097
IPO5,0.205267267009997
ZNRD2,0.204673998217885
PRMT3,0.204668418865253
